IP地址,数据中心,地区,城市,网络延迟
104.19.142.228,LAX,北美洲,洛杉矶,210 ms
1.0.0.67,LAX,北美洲,洛杉矶,210 ms
1.0.0.98,LAX,北美洲,洛杉矶,210 ms
104.21.200.203,LAX,北美洲,洛杉矶,210 ms
1.1.1.35,LAX,北美洲,洛杉矶,210 ms
172.67.161.238,LAX,北美洲,洛杉矶,210 ms
45.131.211.227,LAX,北美洲,洛杉矶,210 ms
172.64.32.65,LAX,北美洲,洛杉矶,210 ms
1.1.1.42,LAX,北美洲,洛杉矶,210 ms
1.1.1.110,LAX,北美洲,洛杉矶,210 ms
104.24.56.19,LAX,北美洲,洛杉矶,210 ms
173.245.58.199,LAX,北美洲,洛杉矶,210 ms
172.67.47.245,LAX,北美洲,洛杉矶,210 ms
104.19.54.122,LAX,北美洲,洛杉矶,210 ms
104.25.93.2,LAX,北美洲,洛杉矶,210 ms
104.16.16.5,SJC,北美洲,圣何塞,210 ms
104.20.76.54,LAX,北美洲,洛杉矶,210 ms
93.114.64.164,LAX,北美洲,洛杉矶,210 ms
172.67.158.4,LAX,北美洲,洛杉矶,210 ms
104.25.53.153,LAX,北美洲,洛杉矶,210 ms
104.25.58.47,LAX,北美洲,洛杉矶,210 ms
104.25.54.80,LAX,北美洲,洛杉矶,210 ms
104.19.2.63,LAX,北美洲,洛杉矶,210 ms
209.46.30.35,LAX,北美洲,洛杉矶,210 ms
1.1.1.120,LAX,北美洲,洛杉矶,210 ms
104.27.1.86,LAX,北美洲,洛杉矶,210 ms
104.27.2.124,LAX,北美洲,洛杉矶,210 ms
104.25.86.210,LAX,北美洲,洛杉矶,210 ms
104.19.110.11,LAX,北美洲,洛杉矶,210 ms
104.25.144.227,LAX,北美洲,洛杉矶,210 ms
104.20.206.6,LAX,北美洲,洛杉矶,210 ms
104.18.28.225,LAX,北美洲,洛杉矶,210 ms
104.21.64.179,LAX,北美洲,洛杉矶,210 ms
104.25.198.128,LAX,北美洲,洛杉矶,210 ms
172.67.104.46,LAX,北美洲,洛杉矶,210 ms
104.20.197.0,LAX,北美洲,洛杉矶,210 ms
104.25.154.186,LAX,北美洲,洛杉矶,210 ms
104.25.153.1,LAX,北美洲,洛杉矶,210 ms
104.21.44.190,LAX,北美洲,洛杉矶,210 ms
172.67.227.177,LAX,北美洲,洛杉矶,210 ms
104.16.252.234,SJC,北美洲,圣何塞,210 ms
104.25.140.202,LAX,北美洲,洛杉矶,210 ms
104.25.228.34,LAX,北美洲,洛杉矶,210 ms
104.21.107.79,LAX,北美洲,洛杉矶,210 ms
104.22.59.167,LAX,北美洲,洛杉矶,210 ms
104.27.55.102,LAX,北美洲,洛杉矶,210 ms
1.0.0.32,LAX,北美洲,洛杉矶,210 ms
1.0.0.78,LAX,北美洲,洛杉矶,210 ms
104.23.121.232,LAX,北美洲,洛杉矶,210 ms
104.19.5.143,LAX,北美洲,洛杉矶,210 ms
172.64.164.145,LAX,北美洲,洛杉矶,210 ms
104.22.64.197,LAX,北美洲,洛杉矶,210 ms
104.24.192.219,LAX,北美洲,洛杉矶,210 ms
172.64.201.122,LAX,北美洲,洛杉矶,210 ms
1.1.1.180,LAX,北美洲,洛杉矶,210 ms
172.64.207.251,LAX,北美洲,洛杉矶,210 ms
104.24.72.67,LAX,北美洲,洛杉矶,211 ms
104.20.69.81,LAX,北美洲,洛杉矶,211 ms
104.19.73.19,LAX,北美洲,洛杉矶,211 ms
104.21.207.195,LAX,北美洲,洛杉矶,211 ms
172.64.170.116,LAX,北美洲,洛杉矶,211 ms
172.67.24.48,LAX,北美洲,洛杉矶,211 ms
1.1.1.99,LAX,北美洲,洛杉矶,211 ms
104.17.95.117,SJC,北美洲,圣何塞,211 ms
104.25.207.102,LAX,北美洲,洛杉矶,211 ms
104.25.104.56,LAX,北美洲,洛杉矶,211 ms
205.233.181.196,LAX,北美洲,洛杉矶,211 ms
172.67.81.59,LAX,北美洲,洛杉矶,211 ms
104.19.107.121,LAX,北美洲,洛杉矶,211 ms
1.1.1.11,LAX,北美洲,洛杉矶,211 ms
1.0.0.11,LAX,北美洲,洛杉矶,211 ms
104.25.232.110,LAX,北美洲,洛杉矶,211 ms
104.25.100.125,LAX,北美洲,洛杉矶,211 ms
1.1.1.57,LAX,北美洲,洛杉矶,211 ms
1.0.0.124,LAX,北美洲,洛杉矶,211 ms
104.17.32.20,SJC,北美洲,圣何塞,211 ms
1.0.0.91,LAX,北美洲,洛杉矶,211 ms
104.18.124.130,SJC,北美洲,圣何塞,211 ms
31.12.75.222,LAX,北美洲,洛杉矶,211 ms
104.19.208.2,SJC,北美洲,圣何塞,211 ms
172.67.23.38,LAX,北美洲,洛杉矶,211 ms
104.19.24.67,LAX,北美洲,洛杉矶,211 ms
1.1.1.19,LAX,北美洲,洛杉矶,211 ms
104.20.67.48,LAX,北美洲,洛杉矶,211 ms
104.18.119.196,SJC,北美洲,圣何塞,211 ms
104.20.55.179,LAX,北美洲,洛杉矶,211 ms
104.27.96.75,LAX,北美洲,洛杉矶,211 ms
104.19.33.73,LAX,北美洲,洛杉矶,211 ms
104.24.34.176,LAX,北美洲,洛杉矶,211 ms
104.24.39.138,LAX,北美洲,洛杉矶,211 ms
104.25.101.75,LAX,北美洲,洛杉矶,211 ms
162.159.196.165,LAX,北美洲,洛杉矶,211 ms
172.66.1.195,LAX,北美洲,洛杉矶,211 ms
172.66.2.135,LAX,北美洲,洛杉矶,211 ms
104.16.61.201,SJC,北美洲,圣何塞,211 ms
104.16.101.77,SJC,北美洲,圣何塞,211 ms
104.18.16.64,LAX,北美洲,洛杉矶,211 ms
104.18.49.142,LAX,北美洲,洛杉矶,211 ms
104.20.36.174,LAX,北美洲,洛杉矶,211 ms
162.159.44.23,LAX,北美洲,洛杉矶,211 ms
104.21.10.62,LAX,北美洲,洛杉矶,211 ms
172.64.138.250,LAX,北美洲,洛杉矶,211 ms
104.23.142.40,LAX,北美洲,洛杉矶,212 ms
104.19.66.157,LAX,北美洲,洛杉矶,212 ms
104.24.199.237,LAX,北美洲,洛杉矶,212 ms
1.1.1.87,LAX,北美洲,洛杉矶,212 ms
172.67.131.47,LAX,北美洲,洛杉矶,212 ms
104.24.15.197,LAX,北美洲,洛杉矶,212 ms
104.19.114.138,LAX,北美洲,洛杉矶,212 ms
104.24.174.188,LAX,北美洲,洛杉矶,212 ms
162.159.21.114,LAX,北美洲,洛杉矶,212 ms
104.25.112.1,LAX,北美洲,洛杉矶,212 ms
104.18.158.99,SJC,北美洲,圣何塞,212 ms
104.27.4.172,LAX,北美洲,洛杉矶,212 ms
172.65.196.72,LAX,北美洲,洛杉矶,212 ms
104.23.107.99,LAX,北美洲,洛杉矶,212 ms
104.23.110.72,LAX,北美洲,洛杉矶,212 ms
1.0.0.108,LAX,北美洲,洛杉矶,212 ms
1.0.0.239,LAX,北美洲,洛杉矶,212 ms
1.0.0.37,LAX,北美洲,洛杉矶,212 ms
1.0.0.68,LAX,北美洲,洛杉矶,212 ms
1.0.0.199,LAX,北美洲,洛杉矶,212 ms
104.25.136.218,LAX,北美洲,洛杉矶,212 ms
159.112.235.182,LAX,北美洲,洛杉矶,212 ms
172.64.153.1,LAX,北美洲,洛杉矶,212 ms
172.64.154.91,LAX,北美洲,洛杉矶,212 ms
172.64.152.103,LAX,北美洲,洛杉矶,212 ms
1.1.1.171,LAX,北美洲,洛杉矶,212 ms
104.20.64.117,LAX,北美洲,洛杉矶,212 ms
104.19.42.56,LAX,北美洲,洛杉矶,212 ms
104.25.155.80,LAX,北美洲,洛杉矶,212 ms
104.25.175.114,LAX,北美洲,洛杉矶,212 ms
185.162.229.107,LAX,北美洲,洛杉矶,212 ms
1.0.0.23,LAX,北美洲,洛杉矶,212 ms
104.19.64.165,LAX,北美洲,洛杉矶,212 ms
1.0.0.139,LAX,北美洲,洛杉矶,212 ms
104.24.95.213,LAX,北美洲,洛杉矶,212 ms
172.67.208.80,LAX,北美洲,洛杉矶,212 ms
172.67.192.211,LAX,北美洲,洛杉矶,212 ms
172.67.193.201,LAX,北美洲,洛杉矶,212 ms
172.67.180.6,LAX,北美洲,洛杉矶,212 ms
172.64.204.187,LAX,北美洲,洛杉矶,212 ms
104.22.6.42,LAX,北美洲,洛杉矶,212 ms
104.19.25.202,LAX,北美洲,洛杉矶,212 ms
104.19.77.149,LAX,北美洲,洛杉矶,212 ms
104.19.36.71,LAX,北美洲,洛杉矶,212 ms
104.20.121.14,LAX,北美洲,洛杉矶,212 ms
104.22.14.181,LAX,北美洲,洛杉矶,212 ms
104.22.13.39,LAX,北美洲,洛杉矶,212 ms
172.64.104.164,LAX,北美洲,洛杉矶,212 ms
104.19.85.175,LAX,北美洲,洛杉矶,212 ms
1.0.0.45,LAX,北美洲,洛杉矶,212 ms
1.0.0.159,LAX,北美洲,洛杉矶,212 ms
1.0.0.180,LAX,北美洲,洛杉矶,212 ms
1.0.0.225,LAX,北美洲,洛杉矶,212 ms
1.0.0.29,LAX,北美洲,洛杉矶,212 ms
104.27.59.103,LAX,北美洲,洛杉矶,212 ms
104.19.136.28,LAX,北美洲,洛杉矶,212 ms
104.18.167.143,SJC,北美洲,圣何塞,212 ms
185.59.218.203,LAX,北美洲,洛杉矶,212 ms
185.18.250.58,LAX,北美洲,洛杉矶,212 ms
156.238.18.156,LAX,北美洲,洛杉矶,212 ms
104.19.180.216,SJC,北美洲,圣何塞,212 ms
104.19.1.6,LAX,北美洲,洛杉矶,213 ms
104.23.112.25,LAX,北美洲,洛杉矶,213 ms
104.20.176.6,LAX,北美洲,洛杉矶,213 ms
1.0.0.149,LAX,北美洲,洛杉矶,213 ms
1.0.0.64,LAX,北美洲,洛杉矶,213 ms
140.99.233.61,LAX,北美洲,洛杉矶,213 ms
1.0.0.225,LAX,北美洲,洛杉矶,213 ms
104.25.5.186,LAX,北美洲,洛杉矶,213 ms
92.53.188.233,LAX,北美洲,洛杉矶,213 ms
104.19.40.84,LAX,北美洲,洛杉矶,213 ms
104.27.53.186,LAX,北美洲,洛杉矶,213 ms
172.67.186.211,LAX,北美洲,洛杉矶,213 ms
104.21.230.187,SJC,北美洲,圣何塞,213 ms
172.67.113.174,LAX,北美洲,洛杉矶,213 ms
104.24.223.1,LAX,北美洲,洛杉矶,213 ms
1.0.0.99,LAX,北美洲,洛杉矶,213 ms
172.65.167.208,LAX,北美洲,洛杉矶,213 ms
199.181.197.235,LAX,北美洲,洛杉矶,213 ms
1.0.0.222,LAX,北美洲,洛杉矶,213 ms
1.0.0.109,LAX,北美洲,洛杉矶,213 ms
1.0.0.220,LAX,北美洲,洛杉矶,213 ms
1.0.0.218,LAX,北美洲,洛杉矶,213 ms
1.0.0.41,LAX,北美洲,洛杉矶,213 ms
104.18.246.128,SJC,北美洲,圣何塞,213 ms
1.1.1.128,LAX,北美洲,洛杉矶,213 ms
188.42.145.11,LAX,北美洲,洛杉矶,213 ms
198.41.223.106,LAX,北美洲,洛杉矶,213 ms
104.18.14.128,LAX,北美洲,洛杉矶,213 ms
104.27.71.142,LAX,北美洲,洛杉矶,213 ms
104.25.22.79,LAX,北美洲,洛杉矶,213 ms
104.24.236.171,LAX,北美洲,洛杉矶,213 ms
185.162.230.114,LAX,北美洲,洛杉矶,213 ms
1.1.1.30,LAX,北美洲,洛杉矶,213 ms
1.1.1.136,LAX,北美洲,洛杉矶,213 ms
1.1.1.122,LAX,北美洲,洛杉矶,213 ms
104.20.180.99,LAX,北美洲,洛杉矶,213 ms
1.1.1.100,LAX,北美洲,洛杉矶,213 ms
167.68.11.145,LAX,北美洲,洛杉矶,213 ms
104.19.141.33,LAX,北美洲,洛杉矶,213 ms
104.20.148.85,LAX,北美洲,洛杉矶,213 ms
172.67.61.225,LAX,北美洲,洛杉矶,214 ms
104.16.7.58,SJC,北美洲,圣何塞,214 ms
1.1.1.30,LAX,北美洲,洛杉矶,214 ms
1.1.1.163,LAX,北美洲,洛杉矶,214 ms
1.1.1.116,LAX,北美洲,洛杉矶,214 ms
154.197.88.251,LAX,北美洲,洛杉矶,214 ms
104.20.175.59,LAX,北美洲,洛杉矶,214 ms
104.25.221.75,LAX,北美洲,洛杉矶,214 ms
104.25.46.143,LAX,北美洲,洛杉矶,214 ms
162.159.15.101,LAX,北美洲,洛杉矶,214 ms
162.159.17.246,LAX,北美洲,洛杉矶,214 ms
162.159.11.227,LAX,北美洲,洛杉矶,214 ms
162.159.18.14,LAX,北美洲,洛杉矶,214 ms
1.0.0.114,LAX,北美洲,洛杉矶,214 ms
198.41.204.239,LAX,北美洲,洛杉矶,214 ms
104.25.37.225,LAX,北美洲,洛杉矶,214 ms
104.22.15.151,LAX,北美洲,洛杉矶,214 ms
172.67.91.33,LAX,北美洲,洛杉矶,214 ms
104.17.19.222,SJC,北美洲,圣何塞,214 ms
104.19.118.165,LAX,北美洲,洛杉矶,214 ms
104.20.227.136,LAX,北美洲,洛杉矶,214 ms
162.159.19.21,LAX,北美洲,洛杉矶,214 ms
1.1.1.172,LAX,北美洲,洛杉矶,214 ms
172.64.84.206,LAX,北美洲,洛杉矶,214 ms
162.159.8.169,LAX,北美洲,洛杉矶,214 ms
104.19.80.136,LAX,北美洲,洛杉矶,214 ms
1.1.1.77,LAX,北美洲,洛杉矶,214 ms
104.19.86.251,LAX,北美洲,洛杉矶,214 ms
104.24.69.48,LAX,北美洲,洛杉矶,214 ms
104.19.108.71,LAX,北美洲,洛杉矶,214 ms
104.24.84.64,LAX,北美洲,洛杉矶,214 ms
172.67.116.165,LAX,北美洲,洛杉矶,214 ms
172.67.14.177,LAX,北美洲,洛杉矶,214 ms
1.1.1.13,LAX,北美洲,洛杉矶,214 ms
1.1.1.168,LAX,北美洲,洛杉矶,214 ms
104.27.48.32,LAX,北美洲,洛杉矶,215 ms
162.159.20.85,LAX,北美洲,洛杉矶,215 ms
104.24.220.109,LAX,北美洲,洛杉矶,215 ms
104.25.139.239,LAX,北美洲,洛杉矶,215 ms
104.19.38.148,LAX,北美洲,洛杉矶,215 ms
104.27.14.149,LAX,北美洲,洛杉矶,215 ms
104.27.13.142,LAX,北美洲,洛杉矶,215 ms
162.159.248.41,LAX,北美洲,洛杉矶,215 ms
172.67.48.147,LAX,北美洲,洛杉矶,215 ms
104.23.115.233,LAX,北美洲,洛杉矶,215 ms
1.0.0.207,LAX,北美洲,洛杉矶,215 ms
1.0.0.89,LAX,北美洲,洛杉矶,215 ms
1.0.0.118,LAX,北美洲,洛杉矶,215 ms
1.0.0.105,LAX,北美洲,洛杉矶,215 ms
1.0.0.117,LAX,北美洲,洛杉矶,215 ms
1.0.0.202,LAX,北美洲,洛杉矶,215 ms
1.0.0.200,LAX,北美洲,洛杉矶,215 ms
1.0.0.147,LAX,北美洲,洛杉矶,215 ms
104.25.151.255,LAX,北美洲,洛杉矶,215 ms
1.1.1.197,LAX,北美洲,洛杉矶,215 ms
104.27.11.128,LAX,北美洲,洛杉矶,215 ms
104.25.137.43,LAX,北美洲,洛杉矶,215 ms
1.1.1.197,LAX,北美洲,洛杉矶,215 ms
104.18.88.148,SJC,北美洲,圣何塞,215 ms
1.1.1.238,LAX,北美洲,洛杉矶,215 ms
104.16.210.15,SJC,北美洲,圣何塞,215 ms
1.0.0.23,LAX,北美洲,洛杉矶,215 ms
104.25.181.249,LAX,北美洲,洛杉矶,215 ms
104.16.235.50,SJC,北美洲,圣何塞,216 ms
104.19.23.94,LAX,北美洲,洛杉矶,216 ms
77.75.199.198,LAX,北美洲,洛杉矶,216 ms
104.24.182.214,LAX,北美洲,洛杉矶,216 ms
1.0.0.103,LAX,北美洲,洛杉矶,216 ms
1.0.0.50,LAX,北美洲,洛杉矶,216 ms
1.0.0.71,LAX,北美洲,洛杉矶,216 ms
1.0.0.20,LAX,北美洲,洛杉矶,216 ms
104.25.209.226,LAX,北美洲,洛杉矶,216 ms
104.25.11.33,LAX,北美洲,洛杉矶,216 ms
104.27.37.23,LAX,北美洲,洛杉矶,216 ms
1.0.0.17,LAX,北美洲,洛杉矶,216 ms
94.242.229.62,LAX,北美洲,洛杉矶,216 ms
104.24.54.228,LAX,北美洲,洛杉矶,216 ms
104.25.97.200,LAX,北美洲,洛杉矶,216 ms
216.205.52.33,LAX,北美洲,洛杉矶,216 ms
104.20.6.89,LAX,北美洲,洛杉矶,216 ms
172.64.53.83,LAX,北美洲,洛杉矶,216 ms
1.1.1.47,LAX,北美洲,洛杉矶,216 ms
1.0.0.103,LAX,北美洲,洛杉矶,216 ms
1.0.0.8,LAX,北美洲,洛杉矶,216 ms
1.0.0.147,LAX,北美洲,洛杉矶,216 ms
104.16.197.177,SJC,北美洲,圣何塞,216 ms
104.23.138.163,LAX,北美洲,洛杉矶,216 ms
104.19.100.79,LAX,北美洲,洛杉矶,217 ms
45.8.211.151,LAX,北美洲,洛杉矶,217 ms
108.165.216.138,LAX,北美洲,洛杉矶,217 ms
104.19.133.224,LAX,北美洲,洛杉矶,217 ms
172.67.22.200,LAX,北美洲,洛杉矶,217 ms
104.19.16.183,LAX,北美洲,洛杉矶,217 ms
172.64.175.58,LAX,北美洲,洛杉矶,217 ms
104.24.77.17,LAX,北美洲,洛杉矶,217 ms
168.100.6.228,LAX,北美洲,洛杉矶,217 ms
198.202.211.205,LAX,北美洲,洛杉矶,217 ms
1.0.0.58,LAX,北美洲,洛杉矶,217 ms
104.19.0.211,LAX,北美洲,洛杉矶,217 ms
172.67.178.205,LAX,北美洲,洛杉矶,217 ms
155.46.213.148,LAX,北美洲,洛杉矶,218 ms
104.21.231.209,SJC,北美洲,圣何塞,218 ms
104.16.121.61,SJC,北美洲,圣何塞,218 ms
31.22.116.87,LAX,北美洲,洛杉矶,218 ms
104.22.7.50,LAX,北美洲,洛杉矶,218 ms
104.23.137.236,LAX,北美洲,洛杉矶,218 ms
1.0.0.136,LAX,北美洲,洛杉矶,218 ms
1.0.0.129,LAX,北美洲,洛杉矶,218 ms
170.114.45.215,LAX,北美洲,洛杉矶,218 ms
1.1.1.27,LAX,北美洲,洛杉矶,218 ms
1.1.1.240,LAX,北美洲,洛杉矶,218 ms
1.0.0.137,LAX,北美洲,洛杉矶,218 ms
1.0.0.108,LAX,北美洲,洛杉矶,218 ms
1.0.0.90,LAX,北美洲,洛杉矶,218 ms
154.197.108.209,LAX,北美洲,洛杉矶,218 ms
104.19.18.84,LAX,北美洲,洛杉矶,218 ms
104.25.208.122,LAX,北美洲,洛杉矶,219 ms
104.19.21.141,LAX,北美洲,洛杉矶,219 ms
104.19.132.47,LAX,北美洲,洛杉矶,219 ms
1.0.0.197,LAX,北美洲,洛杉矶,219 ms
172.67.20.194,LAX,北美洲,洛杉矶,219 ms
172.67.83.162,LAX,北美洲,洛杉矶,219 ms
104.19.172.252,SJC,北美洲,圣何塞,219 ms
104.21.234.43,SJC,北美洲,圣何塞,219 ms
45.12.30.195,LAX,北美洲,洛杉矶,219 ms
162.159.34.97,SEA,北美洲,西雅图,220 ms
104.19.41.86,LAX,北美洲,洛杉矶,220 ms
104.18.40.77,LAX,北美洲,洛杉矶,220 ms
104.23.135.3,LAX,北美洲,洛杉矶,220 ms
172.67.171.39,LAX,北美洲,洛杉矶,220 ms
1.0.0.114,LAX,北美洲,洛杉矶,220 ms
162.159.42.201,SEA,北美洲,西雅图,220 ms
104.18.111.204,SJC,北美洲,圣何塞,220 ms
104.19.117.178,LAX,北美洲,洛杉矶,220 ms
104.20.204.198,LAX,北美洲,洛杉矶,220 ms
1.1.1.177,LAX,北美洲,洛杉矶,221 ms
1.1.1.32,LAX,北美洲,洛杉矶,221 ms
1.1.1.167,LAX,北美洲,洛杉矶,221 ms
1.1.1.18,LAX,北美洲,洛杉矶,221 ms
104.19.135.132,LAX,北美洲,洛杉矶,221 ms
1.0.0.229,LAX,北美洲,洛杉矶,221 ms
1.1.1.162,LAX,北美洲,洛杉矶,221 ms
104.25.64.91,LAX,北美洲,洛杉矶,221 ms
104.27.44.174,LAX,北美洲,洛杉矶,221 ms
104.27.46.239,LAX,北美洲,洛杉矶,221 ms
104.19.17.245,LAX,北美洲,洛杉矶,221 ms
45.159.218.183,LAX,北美洲,洛杉矶,221 ms
104.21.73.146,LAX,北美洲,洛杉矶,221 ms
104.24.176.162,LAX,北美洲,洛杉矶,222 ms
104.27.45.222,LAX,北美洲,洛杉矶,222 ms
27.50.49.247,LAX,北美洲,洛杉矶,222 ms
104.19.15.216,LAX,北美洲,洛杉矶,222 ms
104.27.47.223,LAX,北美洲,洛杉矶,222 ms
104.27.43.48,LAX,北美洲,洛杉矶,222 ms
1.0.0.53,LAX,北美洲,洛杉矶,222 ms
172.67.96.110,LAX,北美洲,洛杉矶,222 ms
1.0.0.37,LAX,北美洲,洛杉矶,222 ms
104.19.99.82,LAX,北美洲,洛杉矶,223 ms
104.19.19.226,LAX,北美洲,洛杉矶,223 ms
1.0.0.40,LAX,北美洲,洛杉矶,223 ms
1.0.0.91,LAX,北美洲,洛杉矶,223 ms
104.19.39.17,LAX,北美洲,洛杉矶,223 ms
1.1.1.145,LAX,北美洲,洛杉矶,223 ms
172.64.151.187,LAX,北美洲,洛杉矶,223 ms
104.19.205.183,LAX,北美洲,洛杉矶,223 ms
104.25.72.164,LAX,北美洲,洛杉矶,223 ms
104.24.150.112,LAX,北美洲,洛杉矶,223 ms
104.25.57.223,LAX,北美洲,洛杉矶,224 ms
104.24.78.248,LAX,北美洲,洛杉矶,224 ms
1.0.0.169,LAX,北美洲,洛杉矶,224 ms
1.0.0.145,LAX,北美洲,洛杉矶,224 ms
1.0.0.198,LAX,北美洲,洛杉矶,224 ms
1.0.0.64,LAX,北美洲,洛杉矶,224 ms
1.0.0.137,LAX,北美洲,洛杉矶,224 ms
1.0.0.197,LAX,北美洲,洛杉矶,224 ms
172.67.112.202,LAX,北美洲,洛杉矶,224 ms
104.20.13.111,LAX,北美洲,洛杉矶,224 ms
172.67.21.139,LAX,北美洲,洛杉矶,224 ms
104.19.37.238,LAX,北美洲,洛杉矶,225 ms
104.24.195.236,LAX,北美洲,洛杉矶,225 ms
1.1.1.19,LAX,北美洲,洛杉矶,225 ms
104.23.111.116,LAX,北美洲,洛杉矶,225 ms
104.23.114.7,LAX,北美洲,洛杉矶,225 ms
104.23.118.158,LAX,北美洲,洛杉矶,225 ms
104.20.241.206,LAX,北美洲,洛杉矶,225 ms
104.19.59.86,LAX,北美洲,洛杉矶,226 ms
104.19.22.245,LAX,北美洲,洛杉矶,226 ms
167.68.5.143,LAX,北美洲,洛杉矶,226 ms
1.0.0.91,LAX,北美洲,洛杉矶,226 ms
104.20.73.63,LAX,北美洲,洛杉矶,226 ms
1.1.1.20,SJC,北美洲,圣何塞,226 ms
104.19.14.46,LAX,北美洲,洛杉矶,226 ms
172.83.73.3,LAX,北美洲,洛杉矶,226 ms
104.23.123.88,LAX,北美洲,洛杉矶,226 ms
104.239.72.23,LAX,北美洲,洛杉矶,226 ms
1.1.1.19,LAX,北美洲,洛杉矶,228 ms
104.24.67.32,LAX,北美洲,洛杉矶,228 ms
104.25.15.139,LAX,北美洲,洛杉矶,228 ms
104.24.168.247,LAX,北美洲,洛杉矶,229 ms
172.67.12.19,LAX,北美洲,洛杉矶,230 ms
104.23.113.21,LAX,北美洲,洛杉矶,230 ms
104.23.117.69,LAX,北美洲,洛杉矶,230 ms
162.159.43.96,SEA,北美洲,西雅图,230 ms
104.23.103.185,LAX,北美洲,洛杉矶,231 ms
104.23.100.114,LAX,北美洲,洛杉矶,231 ms
104.23.102.102,LAX,北美洲,洛杉矶,231 ms
104.23.119.176,LAX,北美洲,洛杉矶,233 ms
141.101.123.187,LAX,北美洲,洛杉矶,233 ms
104.23.116.83,LAX,北美洲,洛杉矶,234 ms
1.0.0.130,LAX,北美洲,洛杉矶,236 ms
104.27.41.142,LAX,北美洲,洛杉矶,236 ms
104.27.33.2,LAX,北美洲,洛杉矶,236 ms
104.27.42.200,LAX,北美洲,洛杉矶,236 ms
104.27.40.245,LAX,北美洲,洛杉矶,236 ms
104.254.140.114,LAX,北美洲,洛杉矶,236 ms
104.27.39.143,LAX,北美洲,洛杉矶,237 ms
104.27.32.53,LAX,北美洲,洛杉矶,237 ms
104.27.38.22,LAX,北美洲,洛杉矶,237 ms
104.27.34.205,LAX,北美洲,洛杉矶,237 ms
104.20.130.206,LAX,北美洲,洛杉矶,238 ms
1.0.0.6,SJC,北美洲,圣何塞,238 ms
104.21.94.251,LAX,北美洲,洛杉矶,239 ms
1.1.1.214,LAX,北美洲,洛杉矶,239 ms
1.1.1.166,LAX,北美洲,洛杉矶,240 ms
104.27.200.202,LAX,北美洲,洛杉矶,240 ms
1.1.1.15,LAX,北美洲,洛杉矶,241 ms
104.25.34.33,LAX,北美洲,洛杉矶,242 ms
104.27.194.87,LAX,北美洲,洛杉矶,242 ms
104.25.106.84,LAX,北美洲,洛杉矶,242 ms
104.18.43.105,LAX,北美洲,洛杉矶,243 ms
172.67.200.68,LAX,北美洲,洛杉矶,243 ms
172.64.78.132,IAD,北美洲,阿什本,244 ms
1.0.0.191,LAX,北美洲,洛杉矶,244 ms
198.41.212.170,SEA,北美洲,西雅图,244 ms
1.1.1.19,LAX,北美洲,洛杉矶,244 ms
104.25.242.153,LAX,北美洲,洛杉矶,244 ms
1.1.1.245,LAX,北美洲,洛杉矶,244 ms
104.24.221.134,LAX,北美洲,洛杉矶,245 ms
172.64.100.15,LAX,北美洲,洛杉矶,245 ms
104.19.67.105,LAX,北美洲,洛杉矶,246 ms
1.1.1.235,LAX,北美洲,洛杉矶,246 ms
104.21.100.148,LAX,北美洲,洛杉矶,246 ms
104.25.33.213,LAX,北美洲,洛杉矶,246 ms
198.41.202.8,LAX,北美洲,洛杉矶,246 ms
104.20.91.231,LAX,北美洲,洛杉矶,246 ms
104.18.58.12,LAX,北美洲,洛杉矶,246 ms
104.18.22.214,LAX,北美洲,洛杉矶,247 ms
104.20.129.5,LAX,北美洲,洛杉矶,247 ms
104.25.108.114,LAX,北美洲,洛杉矶,247 ms
104.18.33.125,LAX,北美洲,洛杉矶,247 ms
104.21.85.115,LAX,北美洲,洛杉矶,248 ms
104.24.226.219,LAX,北美洲,洛杉矶,248 ms
104.27.106.21,LAX,北美洲,洛杉矶,248 ms
1.1.1.4,LAX,北美洲,洛杉矶,249 ms
104.24.214.160,LAX,北美洲,洛杉矶,249 ms
104.22.63.40,LAX,北美洲,洛杉矶,249 ms
162.159.160.234,FRA,欧洲,法兰克福,249 ms
104.21.36.2,LAX,北美洲,洛杉矶,250 ms
1.1.1.19,LAX,北美洲,洛杉矶,250 ms
172.64.81.217,LAX,北美洲,洛杉矶,250 ms
104.25.249.177,LAX,北美洲,洛杉矶,250 ms
104.20.255.247,LAX,北美洲,洛杉矶,250 ms
185.162.228.59,LAX,北美洲,洛杉矶,251 ms
104.27.79.166,LAX,北美洲,洛杉矶,251 ms
1.1.1.235,LAX,北美洲,洛杉矶,251 ms
104.24.0.179,LAX,北美洲,洛杉矶,251 ms
172.64.235.217,ORD,北美洲,芝加哥,251 ms
104.21.118.33,LAX,北美洲,洛杉矶,251 ms
104.23.136.157,LAX,北美洲,洛杉矶,252 ms
104.22.43.226,LAX,北美洲,洛杉矶,252 ms
104.18.47.109,LAX,北美洲,洛杉矶,252 ms
104.25.138.132,LAX,北美洲,洛杉矶,252 ms
104.23.97.166,LAX,北美洲,洛杉矶,252 ms
162.159.250.211,LAX,北美洲,洛杉矶,252 ms
104.20.190.30,LAX,北美洲,洛杉矶,253 ms
104.19.109.180,LAX,北美洲,洛杉矶,253 ms
104.20.114.245,LAX,北美洲,洛杉矶,253 ms
104.22.79.114,LAX,北美洲,洛杉矶,253 ms
104.19.62.34,LAX,北美洲,洛杉矶,254 ms
104.24.189.21,LAX,北美洲,洛杉矶,254 ms
